id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata,transaction_amount,transaction_currency,transaction_date
164,Group B,BPCL-TXN-1000098,incoming,Priya Mehta,priya.mehta@bpcl.co.in,295646.9,INR,HSD,38477,"TRK7852,TRK3258,TRK7286,TRK7931","TID294776,TID610310,TID766371,TID663483",,2025-03-30,TankFarm-11,CNTR-22838,Documentation pending,2025-01-22T15:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38477, ""truck_count"": 4, ""contract_ref"": ""CNTR-22838"", ""storage_location"": ""TankFarm-11""}",26310.26,INR,2025-01-22T15:18:00
165,Group C,BPCL-TXN-1000099,incoming,Ajay Singh,ajay.singh@bpcl.co.in,474072.23,INR,LDO,5628,"TRK3236,TRK4196,TRK7290,TRK9281","TID784793,TID619013,TID529008,TID817956",,2025-03-04,TankFarm-7,CNTR-27272,Temperature sensitive,2025-01-22T02:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 5628, ""truck_count"": 4, ""contract_ref"": ""CNTR-27272"", ""storage_location"": ""TankFarm-7""}",26323.63,INR,2025-01-22T02:36:00
166,Group A,BPCL-TXN-1000100,incoming,Vikram Sharma,vikram.sharma@bpcl.co.in,224268.37,INR,Naphtha,23918,"TRK8492,TRK9115","TID676429,TID635618",,2025-01-15,TankFarm-10,CNTR-21871,Priority consignment,2025-03-11T11:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 23918, ""truck_count"": 2, ""contract_ref"": ""CNTR-21871"", ""storage_location"": ""TankFarm-10""}",26337.0,INR,2025-03-11T11:34:00
169,Group A,BPCL-TXN-1000101,incoming,Meera Sharma,meera.sharma@bpcl.co.in,438303.9,INR,Naphtha,23421,"TRK9827,TRK3758,TRK6302,TRK5794,TRK5740","TID700556,TID380329,TID999695,TID639403,TID812296",,2025-01-13,TankFarm-3,CNTR-26743,Standard operation,2025-02-05T20:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 23421, ""truck_count"": 5, ""contract_ref"": ""CNTR-26743"", ""storage_location"": ""TankFarm-3""}",26350.37,INR,2025-02-05T20:08:00
172,Group A,BPCL-TXN-1000102,incoming,Meera Nair,meera.nair@bpcl.co.in,313344.0,INR,ATF,18883,"TRK5399,TRK6289,TRK5646,TRK6533","TID673896,TID706007,TID236937,TID693643",,2025-03-04,TankFarm-6,CNTR-20793,Standard operation,2025-01-13T20:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 18883, ""truck_count"": 4, ""contract_ref"": ""CNTR-20793"", ""storage_location"": ""TankFarm-6""}",26363.74,INR,2025-01-13T20:50:00
174,Group C,BPCL-TXN-1000103,incoming,Ketan Gupta,ketan.gupta@bpcl.co.in,680255.19,INR,HSD,8393,"TRK6005,TRK4836,TRK8032,TRK2494","TID837880,TID199807,TID101139,TID323788",,2025-03-03,TankFarm-2,CNTR-22174,Weather delay,2025-03-08T21:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8393, ""truck_count"": 4, ""contract_ref"": ""CNTR-22174"", ""storage_location"": ""TankFarm-2""}",26377.11,INR,2025-03-08T21:28:00
175,Group A,BPCL-TXN-1000104,incoming,Ajay Patel,ajay.patel@bpcl.co.in,741412.31,INR,ATF,13662,"TRK2160,TRK4751,TRK7276,TRK2463","TID866260,TID945106,TID207402,TID208214",,2025-02-10,TankFarm-6,CNTR-24902,Customs hold,2025-02-18T04:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 13662, ""truck_count"": 4, ""contract_ref"": ""CNTR-24902"", ""storage_location"": ""TankFarm-6""}",26390.48,INR,2025-02-18T04:41:00
178,Group A,BPCL-TXN-1000105,incoming,Meera Khosla,meera.khosla@bpcl.co.in,44447.69,INR,LDO,18464,"TRK9348,TRK4090,TRK7418,TRK5842,TRK1894","TID921875,TID932336,TID350967,TID618927,TID504630",,2025-01-15,TankFarm-4,CNTR-28185,Requires escort,2025-03-09T00:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 18464, ""truck_count"": 5, ""contract_ref"": ""CNTR-28185"", ""storage_location"": ""TankFarm-4""}",26403.85,INR,2025-03-09T00:23:00
180,Group C,BPCL-TXN-1000106,incoming,Meera Jain,meera.jain@bpcl.co.in,392292.69,INR,Naphtha,32225,"TRK7590,TRK2350,TRK9791,TRK9808","TID745972,TID260097,TID390946,TID187657",,2025-02-09,TankFarm-2,CNTR-28377,Weather delay,2025-01-20T17:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32225, ""truck_count"": 4, ""contract_ref"": ""CNTR-28377"", ""storage_location"": ""TankFarm-2""}",26417.22,INR,2025-01-20T17:20:00
181,Group A,BPCL-TXN-1000107,incoming,Vikram Khosla,vikram.khosla@bpcl.co.in,342177.38,INR,HSD,8794,"TRK2412,TRK8118","TID221620,TID575394",,2025-03-20,TankFarm-10,CNTR-20901,Priority consignment,2025-03-27T23:42:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8794, ""truck_count"": 2, ""contract_ref"": ""CNTR-20901"", ""storage_location"": ""TankFarm-10""}",26430.59,INR,2025-03-27T23:42:00
184,Group A,BPCL-TXN-1000108,incoming,Ajay Bansal,ajay.bansal@bpcl.co.in,145989.01,INR,HSD,21719,TRK2889,TID339499,,2025-03-07,TankFarm-1,CNTR-20721,Standard operation,2025-02-01T01:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 21719, ""truck_count"": 1, ""contract_ref"": ""CNTR-20721"", ""storage_location"": ""TankFarm-1""}",26443.96,INR,2025-02-01T01:30:00
185,Group B,BPCL-TXN-1000109,incoming,Amit Sharma,amit.sharma@bpcl.co.in,425826.97,INR,ATF,19713,"TRK5067,TRK7819,TRK6241","TID384434,TID966120,TID181670",,2025-03-15,TankFarm-6,CNTR-21956,Documentation pending,2025-03-28T01:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 19713, ""truck_count"": 3, ""contract_ref"": ""CNTR-21956"", ""storage_location"": ""TankFarm-6""}",26457.33,INR,2025-03-28T01:11:00
186,Group C,BPCL-TXN-1000110,incoming,Ramesh Jain,ramesh.jain@bpcl.co.in,74971.67,INR,ATF,23501,"TRK6362,TRK2415,TRK8483","TID108356,TID486839,TID310418",,2025-02-07,TankFarm-10,CNTR-24979,Weather delay,2025-03-01T11:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 23501, ""truck_count"": 3, ""contract_ref"": ""CNTR-24979"", ""storage_location"": ""TankFarm-10""}",26470.7,INR,2025-03-01T11:37:00
188,Group B,BPCL-TXN-1000111,incoming,Ramesh Gupta,ramesh.gupta@bpcl.co.in,297799.25,INR,LDO,11812,"TRK9680,TRK4902","TID540208,TID615929",,2025-01-08,TankFarm-3,CNTR-24584,Requires escort,2025-01-06T07:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 11812, ""truck_count"": 2, ""contract_ref"": ""CNTR-24584"", ""storage_location"": ""TankFarm-3""}",26484.07,INR,2025-01-06T07:57:00
190,Group A,BPCL-TXN-1000112,incoming,Sunita Rao,sunita.rao@bpcl.co.in,214218.43,INR,LDO,30752,"TRK6345,TRK6211,TRK8417,TRK5455,TRK4827,TRK2223","TID312559,TID242723,TID917823,TID907557,TID713110,TID214266",,2025-01-20,TankFarm-2,CNTR-22693,Temperature sensitive,2025-03-01T10:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 30752, ""truck_count"": 6, ""contract_ref"": ""CNTR-22693"", ""storage_location"": ""TankFarm-2""}",26497.44,INR,2025-03-01T10:26:00
191,Group B,BPCL-TXN-1000113,incoming,Meera Desai,meera.desai@bpcl.co.in,352639.88,INR,ATF,22367,TRK2481,TID265271,,2025-03-29,TankFarm-5,CNTR-29884,Standard operation,2025-01-28T10:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 22367, ""truck_count"": 1, ""contract_ref"": ""CNTR-29884"", ""storage_location"": ""TankFarm-5""}",26510.81,INR,2025-01-28T10:09:00
192,Group C,BPCL-TXN-1000114,incoming,Ketan Jain,ketan.jain@bpcl.co.in,397258.26,INR,LDO,22050,"TRK1509,TRK7625","TID996114,TID574167",,2025-03-13,TankFarm-12,CNTR-29013,Weather delay,2025-01-13T14:06:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22050, ""truck_count"": 2, ""contract_ref"": ""CNTR-29013"", ""storage_location"": ""TankFarm-12""}",26524.18,INR,2025-01-13T14:06:00
194,Group B,BPCL-TXN-1000115,incoming,Meera Mehta,meera.mehta@bpcl.co.in,91684.51,INR,LDO,13029,TRK8552,TID153097,,2025-01-22,TankFarm-10,CNTR-27096,Quality check required,2025-03-05T00:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13029, ""truck_count"": 1, ""contract_ref"": ""CNTR-27096"", ""storage_location"": ""TankFarm-10""}",26537.55,INR,2025-03-05T00:24:00
202,Group A,BPCL-TXN-1000116,incoming,Anil Patel,anil.patel@bpcl.co.in,269006.78,INR,LDO,13942,"TRK8157,TRK8982","TID780714,TID432695",,2025-01-23,TankFarm-12,CNTR-29207,Gate pass pending,2025-01-29T21:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13942, ""truck_count"": 2, ""contract_ref"": ""CNTR-29207"", ""storage_location"": ""TankFarm-12""}",26550.92,INR,2025-01-29T21:37:00
206,Group B,BPCL-TXN-1000117,incoming,Kavita Jain,kavita.jain@bpcl.co.in,382484.45,INR,ATF,28018,"TRK7149,TRK2661,TRK8855,TRK4695,TRK3664","TID573209,TID177289,TID938016,TID986846,TID135035",,2025-02-07,TankFarm-1,CNTR-25221,Priority consignment,2025-01-14T02:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 28018, ""truck_count"": 5, ""contract_ref"": ""CNTR-25221"", ""storage_location"": ""TankFarm-1""}",26564.29,INR,2025-01-14T02:21:00
207,Group C,BPCL-TXN-1000118,incoming,Amit Khosla,amit.khosla@bpcl.co.in,79376.76,INR,MS,27147,"TRK8909,TRK1507,TRK8066,TRK3703,TRK8113","TID264735,TID156157,TID206176,TID447177,TID315535",,2025-01-25,TankFarm-7,CNTR-29078,Documentation pending,2025-02-03T21:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 27147, ""truck_count"": 5, ""contract_ref"": ""CNTR-29078"", ""storage_location"": ""TankFarm-7""}",26577.66,INR,2025-02-03T21:18:00
208,Group A,BPCL-TXN-1000119,incoming,Ramesh Jain,ramesh.jain@bpcl.co.in,439533.11,INR,ATF,15065,TRK6911,TID104000,,2025-02-24,TankFarm-2,CNTR-24825,Temperature sensitive,2025-01-26T03:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 15065, ""truck_count"": 1, ""contract_ref"": ""CNTR-24825"", ""storage_location"": ""TankFarm-2""}",26591.03,INR,2025-01-26T03:01:00
209,Group B,BPCL-TXN-1000120,incoming,Priya Singh,priya.singh@bpcl.co.in,636732.58,INR,LDO,31048,"TRK9013,TRK5341,TRK2493,TRK9914","TID506351,TID293862,TID489043,TID499974",,2025-02-17,TankFarm-3,CNTR-27303,Standard operation,2025-02-03T14:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 31048, ""truck_count"": 4, ""contract_ref"": ""CNTR-27303"", ""storage_location"": ""TankFarm-3""}",26604.4,INR,2025-02-03T14:29:00
210,Group C,BPCL-TXN-1000121,incoming,Anil Sharma,anil.sharma@bpcl.co.in,134569.74,INR,MS,10616,"TRK6632,TRK9871,TRK7782,TRK4727,TRK1999,TRK7342","TID958160,TID647967,TID538967,TID661527,TID820442,TID597889",,2025-03-15,TankFarm-4,CNTR-27803,Priority consignment,2025-01-11T12:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 10616, ""truck_count"": 6, ""contract_ref"": ""CNTR-27803"", ""storage_location"": ""TankFarm-4""}",26617.77,INR,2025-01-11T12:57:00
212,Group B,BPCL-TXN-1000122,incoming,Sunita Gupta,sunita.gupta@bpcl.co.in,132211.73,INR,Naphtha,21900,"TRK2097,TRK2425,TRK7358","TID683390,TID516656,TID678870",,2025-02-11,TankFarm-5,CNTR-28514,Temperature sensitive,2025-01-02T22:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21900, ""truck_count"": 3, ""contract_ref"": ""CNTR-28514"", ""storage_location"": ""TankFarm-5""}",26631.14,INR,2025-01-02T22:39:00
214,Group A,BPCL-TXN-1000123,incoming,Anil Bansal,anil.bansal@bpcl.co.in,367958.8,INR,HSD,23049,"TRK3356,TRK7581,TRK1635,TRK7484","TID447596,TID824056,TID349119,TID151685",,2025-03-02,TankFarm-5,CNTR-26102,Standard operation,2025-02-13T09:19:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 23049, ""truck_count"": 4, ""contract_ref"": ""CNTR-26102"", ""storage_location"": ""TankFarm-5""}",26644.51,INR,2025-02-13T09:19:00
215,Group B,BPCL-TXN-1000124,incoming,Ajay Khosla,ajay.khosla@bpcl.co.in,521517.72,INR,HSD,13807,"TRK8259,TRK6257,TRK5414","TID864201,TID537017,TID734366",,2025-03-24,TankFarm-2,CNTR-23079,Temperature sensitive,2025-01-28T13:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 13807, ""truck_count"": 3, ""contract_ref"": ""CNTR-23079"", ""storage_location"": ""TankFarm-2""}",26657.88,INR,2025-01-28T13:47:00
216,Group C,BPCL-TXN-1000125,incoming,Ajay Verma,ajay.verma@bpcl.co.in,620237.61,INR,Naphtha,15418,TRK6097,TID844037,,2025-03-06,TankFarm-7,CNTR-22222,Documentation pending,2025-03-14T00:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 15418, ""truck_count"": 1, ""contract_ref"": ""CNTR-22222"", ""storage_location"": ""TankFarm-7""}",26671.25,INR,2025-03-14T00:11:00
217,Group A,BPCL-TXN-1000126,incoming,Ajay Sharma,ajay.sharma@bpcl.co.in,205880.44,INR,ATF,8313,"TRK4262,TRK5488,TRK7035","TID963508,TID586768,TID629663",,2025-02-20,TankFarm-11,CNTR-22029,Standard operation,2025-01-31T11:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8313, ""truck_count"": 3, ""contract_ref"": ""CNTR-22029"", ""storage_location"": ""TankFarm-11""}",26684.62,INR,2025-01-31T11:31:00
219,Group C,BPCL-TXN-1000127,incoming,Ajay Desai,ajay.desai@bpcl.co.in,494350.42,INR,HSD,22634,"TRK7709,TRK9409,TRK1328,TRK1145,TRK8767,TRK3167","TID778818,TID281614,TID730343,TID939767,TID108874,TID334639",,2025-02-02,TankFarm-10,CNTR-25004,Priority consignment,2025-02-24T12:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22634, ""truck_count"": 6, ""contract_ref"": ""CNTR-25004"", ""storage_location"": ""TankFarm-10""}",26697.99,INR,2025-02-24T12:54:00
220,Group A,BPCL-TXN-1000128,incoming,Sunita Singh,sunita.singh@bpcl.co.in,244055.19,INR,Naphtha,45868,"TRK2676,TRK1120,TRK9380,TRK7131","TID688730,TID778787,TID722615,TID738635",,2025-02-06,TankFarm-5,CNTR-21771,Temperature sensitive,2025-01-09T10:17:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 45868, ""truck_count"": 4, ""contract_ref"": ""CNTR-21771"", ""storage_location"": ""TankFarm-5""}",26711.36,INR,2025-01-09T10:17:00
222,Group C,BPCL-TXN-1000129,incoming,Pooja Singh,pooja.singh@bpcl.co.in,748165.1,INR,LDO,32431,"TRK7361,TRK1578,TRK4111,TRK6622","TID861842,TID848021,TID333164,TID819656",,2025-03-10,TankFarm-11,CNTR-27794,Gate pass pending,2025-03-06T09:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32431, ""truck_count"": 4, ""contract_ref"": ""CNTR-27794"", ""storage_location"": ""TankFarm-11""}",26724.73,INR,2025-03-06T09:54:00
223,Group A,BPCL-TXN-1000130,incoming,Vikram Patel,vikram.patel@bpcl.co.in,366316.13,INR,LDO,41636,"TRK6499,TRK2463","TID333049,TID472541",,2025-01-29,TankFarm-12,CNTR-25031,Quality check required,2025-02-12T11:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 41636, ""truck_count"": 2, ""contract_ref"": ""CNTR-25031"", ""storage_location"": ""TankFarm-12""}",26738.1,INR,2025-02-12T11:16:00
225,Group C,BPCL-TXN-1000131,incoming,Amit Desai,amit.desai@bpcl.co.in,273435.67,INR,Naphtha,34987,"TRK6183,TRK3954","TID916779,TID184736",,2025-03-04,TankFarm-6,CNTR-22897,Gate pass pending,2025-03-23T01:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 34987, ""truck_count"": 2, ""contract_ref"": ""CNTR-22897"", ""storage_location"": ""TankFarm-6""}",26751.47,INR,2025-03-23T01:00:00
226,Group A,BPCL-TXN-1000132,incoming,Meera Mehta,meera.mehta@bpcl.co.in,442802.21,INR,HSD,37084,TRK3120,TID744328,,2025-02-25,TankFarm-11,CNTR-27035,Quality check required,2025-02-24T15:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37084, ""truck_count"": 1, ""contract_ref"": ""CNTR-27035"", ""storage_location"": ""TankFarm-11""}",26764.84,INR,2025-02-24T15:24:00
227,Group B,BPCL-TXN-1000133,incoming,Sunita Khosla,sunita.khosla@bpcl.co.in,295498.52,INR,MS,26116,"TRK4122,TRK1293,TRK1067,TRK5076,TRK4707","TID827213,TID461076,TID427252,TID235193,TID207697",,2025-02-19,TankFarm-9,CNTR-29644,Priority consignment,2025-01-22T02:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 26116, ""truck_count"": 5, ""contract_ref"": ""CNTR-29644"", ""storage_location"": ""TankFarm-9""}",26778.21,INR,2025-01-22T02:52:00
228,Group C,BPCL-TXN-1000134,incoming,Rahul Khosla,rahul.khosla@bpcl.co.in,402209.1,INR,Naphtha,27140,"TRK3192,TRK6615,TRK9031,TRK6885","TID886553,TID297579,TID272892,TID951452",,2025-02-21,TankFarm-1,CNTR-23742,Weather delay,2025-01-17T06:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 27140, ""truck_count"": 4, ""contract_ref"": ""CNTR-23742"", ""storage_location"": ""TankFarm-1""}",26791.58,INR,2025-01-17T06:46:00
229,Group A,BPCL-TXN-1000135,incoming,Amit Patel,amit.patel@bpcl.co.in,290778.8,INR,MS,29588,"TRK5190,TRK9761,TRK1796,TRK1785,TRK2771,TRK1323","TID150578,TID823255,TID221414,TID537020,TID565897,TID498724",,2025-01-16,TankFarm-9,CNTR-24140,Temperature sensitive,2025-03-31T04:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 29588, ""truck_count"": 6, ""contract_ref"": ""CNTR-24140"", ""storage_location"": ""TankFarm-9""}",26804.95,INR,2025-03-31T04:13:00
231,Group C,BPCL-TXN-1000136,incoming,Meera Rao,meera.rao@bpcl.co.in,627836.64,INR,HSD,28456,"TRK7713,TRK5839,TRK3627,TRK1645,TRK9980,TRK9132","TID317782,TID821634,TID604012,TID446663,TID345896,TID102871",,2025-01-02,TankFarm-11,CNTR-21458,Requires escort,2025-03-15T21:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 28456, ""truck_count"": 6, ""contract_ref"": ""CNTR-21458"", ""storage_location"": ""TankFarm-11""}",26818.32,INR,2025-03-15T21:31:00
232,Group A,BPCL-TXN-1000137,incoming,Meera Nair,meera.nair@bpcl.co.in,79409.95,INR,MS,21770,"TRK4787,TRK8483,TRK5850,TRK5327,TRK8606,TRK1820","TID204657,TID952679,TID283188,TID141360,TID993647,TID404681",,2025-02-16,TankFarm-11,CNTR-25123,Quality check required,2025-01-15T03:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 21770, ""truck_count"": 6, ""contract_ref"": ""CNTR-25123"", ""storage_location"": ""TankFarm-11""}",26831.69,INR,2025-01-15T03:54:00
234,Group C,BPCL-TXN-1000138,incoming,Vikram Jain,vikram.jain@bpcl.co.in,525179.26,INR,ATF,32639,"TRK3732,TRK2852,TRK3171,TRK1960,TRK3611,TRK2699","TID536236,TID719446,TID606121,TID941235,TID696580,TID811346",,2025-02-26,TankFarm-3,CNTR-26221,Gate pass pending,2025-03-20T00:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 32639, ""truck_count"": 6, ""contract_ref"": ""CNTR-26221"", ""storage_location"": ""TankFarm-3""}",26845.06,INR,2025-03-20T00:55:00
238,Group A,BPCL-TXN-1000139,incoming,Neha Desai,neha.desai@bpcl.co.in,82152.18,INR,ATF,42554,"TRK2442,TRK9166,TRK8324,TRK6178","TID224473,TID621533,TID881439,TID785111",,2025-01-03,TankFarm-2,CNTR-26609,Quality check required,2025-01-05T17:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 42554, ""truck_count"": 4, ""contract_ref"": ""CNTR-26609"", ""storage_location"": ""TankFarm-2""}",26858.43,INR,2025-01-05T17:35:00
239,Group B,BPCL-TXN-1000140,incoming,Meera Bansal,meera.bansal@bpcl.co.in,723299.16,INR,LDO,38314,"TRK4389,TRK8474,TRK6584,TRK6953,TRK1889","TID956255,TID333746,TID985331,TID576535,TID448098",,2025-03-13,TankFarm-10,CNTR-29829,Temperature sensitive,2025-03-26T11:45:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 38314, ""truck_count"": 5, ""contract_ref"": ""CNTR-29829"", ""storage_location"": ""TankFarm-10""}",26871.8,INR,2025-03-26T11:45:00
240,Group C,BPCL-TXN-1000141,incoming,Meera Gupta,meera.gupta@bpcl.co.in,185766.65,INR,LDO,28274,"TRK5783,TRK9973,TRK9552,TRK7125,TRK2741,TRK1750","TID272129,TID616342,TID247271,TID961760,TID851678,TID878579",,2025-02-22,TankFarm-2,CNTR-24166,Weather delay,2025-01-25T03:59:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 28274, ""truck_count"": 6, ""contract_ref"": ""CNTR-24166"", ""storage_location"": ""TankFarm-2""}",26885.17,INR,2025-01-25T03:59:00
244,Group A,BPCL-TXN-1000142,incoming,Amit Jain,amit.jain@bpcl.co.in,461830.23,INR,Naphtha,24589,"TRK9975,TRK6143,TRK4560,TRK4291,TRK4435,TRK5760","TID819964,TID462066,TID805034,TID239116,TID844904,TID781664",,2025-01-23,TankFarm-9,CNTR-28888,Gate pass pending,2025-04-01T03:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 24589, ""truck_count"": 6, ""contract_ref"": ""CNTR-28888"", ""storage_location"": ""TankFarm-9""}",26898.54,INR,2025-04-01T03:48:00
245,Group B,BPCL-TXN-1000143,incoming,Anil Bansal,anil.bansal@bpcl.co.in,708438.4,INR,ATF,49187,"TRK9747,TRK5684,TRK7920,TRK1209,TRK9564,TRK2744","TID126499,TID499371,TID252386,TID155642,TID802812,TID159354",,2025-01-26,TankFarm-5,CNTR-22636,Priority consignment,2025-03-29T08:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 49187, ""truck_count"": 6, ""contract_ref"": ""CNTR-22636"", ""storage_location"": ""TankFarm-5""}",26911.91,INR,2025-03-29T08:09:00
249,Group C,BPCL-TXN-1000144,incoming,Amit Mehta,amit.mehta@bpcl.co.in,448389.89,INR,LDO,5369,"TRK8640,TRK3536,TRK1654","TID261169,TID438302,TID725874",,2025-01-07,TankFarm-11,CNTR-24934,Temperature sensitive,2025-03-15T17:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 5369, ""truck_count"": 3, ""contract_ref"": ""CNTR-24934"", ""storage_location"": ""TankFarm-11""}",26925.28,INR,2025-03-15T17:22:00
250,Group A,BPCL-TXN-1000145,incoming,Shreya Desai,shreya.desai@bpcl.co.in,718816.1,INR,Naphtha,9468,"TRK3611,TRK7814,TRK9897,TRK9798,TRK7609","TID196411,TID466375,TID331942,TID323717,TID795556",,2025-02-12,TankFarm-6,CNTR-25911,Priority consignment,2025-01-28T19:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 9468, ""truck_count"": 5, ""contract_ref"": ""CNTR-25911"", ""storage_location"": ""TankFarm-6""}",26938.65,INR,2025-01-28T19:33:00
251,Group B,BPCL-TXN-1000146,incoming,Priya Gupta,priya.gupta@bpcl.co.in,275855.29,INR,HSD,47091,"TRK4994,TRK1653,TRK6258,TRK7248,TRK2857","TID504620,TID369054,TID666479,TID859143,TID396567",,2025-01-04,TankFarm-9,CNTR-26143,Documentation pending,2025-03-07T14:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 47091, ""truck_count"": 5, ""contract_ref"": ""CNTR-26143"", ""storage_location"": ""TankFarm-9""}",26952.02,INR,2025-03-07T14:31:00
