id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
259,Group A,BPCL-TXN-3253277,outgoing,Pooja Khosla,pooja.khosla@bpcl.co.in,265383.14,INR,ATF,31333,TRK8296,TID476167,2025-02-09,,TankFarm-8,CNTR-29038,Requires escort,2025-01-23T20:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 31333, ""truck_count"": 1, ""contract_ref"": ""CNTR-29038"", ""storage_location"": ""TankFarm-8""}"
260,Group B,BPCL-TXN-5707954,incoming,Ajay Mehta,ajay.mehta@bpcl.co.in,671190.35,INR,HSD,22251,"TRK2252,TRK2235,TRK1305,TRK9309,TRK1511,TRK7637","TID906564,TID718697,TID323095,TID138436,TID678388,TID373276",,2025-03-11,TankFarm-9,CNTR-27734,Customs hold,2025-02-16T12:14:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22251, ""truck_count"": 6, ""contract_ref"": ""CNTR-27734"", ""storage_location"": ""TankFarm-9""}"
261,Group C,BPCL-TXN-5882155,outgoing,Amit Singh,amit.singh@bpcl.co.in,388314.3,INR,MS,27003,TRK6961,TID626560,2025-01-02,,TankFarm-11,CNTR-23913,Customs hold,2025-03-07T04:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 27003, ""truck_count"": 1, ""contract_ref"": ""CNTR-23913"", ""storage_location"": ""TankFarm-11""}"
262,Group A,BPCL-TXN-3452813,incoming,Sahil Khosla,sahil.khosla@bpcl.co.in,375539.98,INR,LDO,7648,"TRK8989,TRK4796","TID165914,TID377198",,2025-02-17,TankFarm-4,CNTR-20701,Weather delay,2025-03-08T11:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 7648, ""truck_count"": 2, ""contract_ref"": ""CNTR-20701"", ""storage_location"": ""TankFarm-4""}"
263,Group B,BPCL-TXN-8627651,incoming,Kavita Sharma,kavita.sharma@bpcl.co.in,53930.91,INR,LDO,11764,"TRK9542,TRK5480,TRK5314,TRK9918,TRK3848,TRK7171","TID785428,TID496905,TID483041,TID716225,TID785073,TID976052",,2025-01-10,TankFarm-9,CNTR-24121,Quality check required,2025-01-29T16:25:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 11764, ""truck_count"": 6, ""contract_ref"": ""CNTR-24121"", ""storage_location"": ""TankFarm-9""}"
264,Group C,BPCL-TXN-6788681,incoming,Rahul Singh,rahul.singh@bpcl.co.in,668199.66,INR,MS,37888,"TRK8207,TRK3713","TID341162,TID180832",,2025-03-07,TankFarm-11,CNTR-24600,Weather delay,2025-01-20T05:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 37888, ""truck_count"": 2, ""contract_ref"": ""CNTR-24600"", ""storage_location"": ""TankFarm-11""}"
265,Group A,BPCL-TXN-2985251,incoming,Pooja Desai,pooja.desai@bpcl.co.in,325594.92,INR,LDO,12427,"TRK8844,TRK8848,TRK4452,TRK3641","TID778700,TID973846,TID530859,TID123536",,2025-02-01,TankFarm-1,CNTR-22095,Customs hold,2025-01-18T20:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 12427, ""truck_count"": 4, ""contract_ref"": ""CNTR-22095"", ""storage_location"": ""TankFarm-1""}"
266,Group B,BPCL-TXN-3463987,incoming,Ramesh Mehta,ramesh.mehta@bpcl.co.in,212238.24,INR,HSD,38858,"TRK1305,TRK5644,TRK2404,TRK4548","TID571023,TID735988,TID594312,TID605065",,2025-01-22,TankFarm-4,CNTR-26730,Customs hold,2025-03-16T05:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38858, ""truck_count"": 4, ""contract_ref"": ""CNTR-26730"", ""storage_location"": ""TankFarm-4""}"
267,Group C,BPCL-TXN-5437920,outgoing,Amit Khosla,amit.khosla@bpcl.co.in,522053.59,INR,ATF,39705,TRK2127,TID340977,2025-02-18,,TankFarm-7,CNTR-22166,Requires escort,2025-01-03T06:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 39705, ""truck_count"": 1, ""contract_ref"": ""CNTR-22166"", ""storage_location"": ""TankFarm-7""}"
268,Group A,BPCL-TXN-9461748,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,624222.78,INR,Naphtha,7311,TRK3906,TID598985,2025-03-20,,TankFarm-10,CNTR-20639,Documentation pending,2025-03-06T03:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 7311, ""truck_count"": 1, ""contract_ref"": ""CNTR-20639"", ""storage_location"": ""TankFarm-10""}"
269,Group B,BPCL-TXN-3186555,incoming,Kavita Bansal,kavita.bansal@bpcl.co.in,415982.34,INR,MS,49470,"TRK8069,TRK9553,TRK7892,TRK7068,TRK1711,TRK9680","TID549793,TID340633,TID941272,TID605543,TID927909,TID906010",,2025-02-18,TankFarm-6,CNTR-29650,Requires escort,2025-02-24T04:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 49470, ""truck_count"": 6, ""contract_ref"": ""CNTR-29650"", ""storage_location"": ""TankFarm-6""}"
270,Group C,BPCL-TXN-4900918,incoming,Kavita Patel,kavita.patel@bpcl.co.in,230368.33,INR,Naphtha,31781,"TRK4096,TRK1089,TRK1116","TID706063,TID647923,TID223552",,2025-03-08,TankFarm-1,CNTR-26144,Weather delay,2025-03-30T10:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 31781, ""truck_count"": 3, ""contract_ref"": ""CNTR-26144"", ""storage_location"": ""TankFarm-1""}"
271,Group A,BPCL-TXN-3596753,incoming,Neha Gupta,neha.gupta@bpcl.co.in,449393.38,INR,LDO,40134,"TRK6990,TRK5514,TRK7511,TRK4337","TID533301,TID678923,TID921861,TID684646",,2025-03-03,TankFarm-3,CNTR-26065,Documentation pending,2025-03-13T15:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 40134, ""truck_count"": 4, ""contract_ref"": ""CNTR-26065"", ""storage_location"": ""TankFarm-3""}"
272,Group B,BPCL-TXN-6777340,outgoing,Meera Khosla,meera.khosla@bpcl.co.in,313644.07,INR,HSD,8804,TRK4764,TID568288,2025-03-31,,TankFarm-3,CNTR-21642,Weather delay,2025-03-07T12:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8804, ""truck_count"": 1, ""contract_ref"": ""CNTR-21642"", ""storage_location"": ""TankFarm-3""}"
273,Group C,BPCL-TXN-1873301,incoming,Amit Jain,amit.jain@bpcl.co.in,724313.43,INR,MS,10969,"TRK8727,TRK8133","TID192422,TID167193",,2025-02-03,TankFarm-4,CNTR-26075,Requires escort,2025-03-19T01:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 10969, ""truck_count"": 2, ""contract_ref"": ""CNTR-26075"", ""storage_location"": ""TankFarm-4""}"
274,Group A,BPCL-TXN-7721705,incoming,Anil Gupta,anil.gupta@bpcl.co.in,402729.02,INR,Naphtha,8765,"TRK9099,TRK8192","TID111230,TID311505",,2025-03-26,TankFarm-9,CNTR-24685,Weather delay,2025-01-05T19:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 8765, ""truck_count"": 2, ""contract_ref"": ""CNTR-24685"", ""storage_location"": ""TankFarm-9""}"
275,Group B,BPCL-TXN-4886793,incoming,Anil Mehta,anil.mehta@bpcl.co.in,513667.68,INR,LDO,20679,"TRK1004,TRK3579,TRK2422,TRK5520,TRK7544,TRK6785","TID802191,TID514337,TID525146,TID714549,TID310040,TID642892",,2025-01-02,TankFarm-12,CNTR-21124,Requires escort,2025-03-12T09:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 20679, ""truck_count"": 6, ""contract_ref"": ""CNTR-21124"", ""storage_location"": ""TankFarm-12""}"
276,Group C,BPCL-TXN-6840069,outgoing,Ketan Rao,ketan.rao@bpcl.co.in,189064.25,INR,HSD,30803,TRK7618,TID702833,2025-01-01,,TankFarm-5,CNTR-22867,Quality check required,2025-03-06T03:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 30803, ""truck_count"": 1, ""contract_ref"": ""CNTR-22867"", ""storage_location"": ""TankFarm-5""}"
277,Group A,BPCL-TXN-5936726,incoming,Ketan Patel,ketan.patel@bpcl.co.in,607133.13,INR,LDO,40252,"TRK5098,TRK8254,TRK7178,TRK8923,TRK4985","TID894268,TID456160,TID913274,TID581137,TID814703",,2025-02-28,TankFarm-10,CNTR-20448,Temperature sensitive,2025-01-15T08:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 40252, ""truck_count"": 5, ""contract_ref"": ""CNTR-20448"", ""storage_location"": ""TankFarm-10""}"
278,Group B,BPCL-TXN-4697401,incoming,Pooja Khosla,pooja.khosla@bpcl.co.in,191699.35,INR,LDO,32028,"TRK9462,TRK9776,TRK1159","TID834861,TID972600,TID376142",,2025-02-01,TankFarm-5,CNTR-21523,Quality check required,2025-03-28T23:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32028, ""truck_count"": 3, ""contract_ref"": ""CNTR-21523"", ""storage_location"": ""TankFarm-5""}"
279,Group C,BPCL-TXN-3994493,incoming,Rahul Verma,rahul.verma@bpcl.co.in,281315.0,INR,Naphtha,22634,"TRK4115,TRK9175","TID872918,TID309365",,2025-01-31,TankFarm-12,CNTR-23965,Priority consignment,2025-01-27T07:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22634, ""truck_count"": 2, ""contract_ref"": ""CNTR-23965"", ""storage_location"": ""TankFarm-12""}"
280,Group A,BPCL-TXN-6973148,outgoing,Amit Patel,amit.patel@bpcl.co.in,111911.91,INR,MS,33287,TRK1108,TID901368,2025-03-11,,TankFarm-1,CNTR-27901,Gate pass pending,2025-03-21T10:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 33287, ""truck_count"": 1, ""contract_ref"": ""CNTR-27901"", ""storage_location"": ""TankFarm-1""}"
281,Group B,BPCL-TXN-5609255,outgoing,Rahul Mehta,rahul.mehta@bpcl.co.in,738686.14,INR,Naphtha,19367,TRK7518,TID332881,2025-03-15,,TankFarm-3,CNTR-20887,Documentation pending,2025-02-24T15:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 19367, ""truck_count"": 1, ""contract_ref"": ""CNTR-20887"", ""storage_location"": ""TankFarm-3""}"
282,Group C,BPCL-TXN-6826541,incoming,Neha Gupta,neha.gupta@bpcl.co.in,587530.37,INR,ATF,12888,"TRK9490,TRK8537,TRK6171,TRK1137,TRK1193,TRK4452","TID497859,TID709231,TID205641,TID441244,TID479167,TID742544",,2025-02-03,TankFarm-3,CNTR-28987,Priority consignment,2025-01-31T08:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 12888, ""truck_count"": 6, ""contract_ref"": ""CNTR-28987"", ""storage_location"": ""TankFarm-3""}"
283,Group A,BPCL-TXN-6756203,outgoing,Ketan Mehta,ketan.mehta@bpcl.co.in,386608.26,INR,HSD,28465,TRK7099,TID482812,2025-02-21,,TankFarm-5,CNTR-27384,Customs hold,2025-03-15T04:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 28465, ""truck_count"": 1, ""contract_ref"": ""CNTR-27384"", ""storage_location"": ""TankFarm-5""}"
284,Group B,BPCL-TXN-2675536,outgoing,Sahil Rao,sahil.rao@bpcl.co.in,607963.5,INR,Naphtha,29325,TRK7240,TID305587,2025-01-19,,TankFarm-12,CNTR-22450,Temperature sensitive,2025-01-02T05:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 29325, ""truck_count"": 1, ""contract_ref"": ""CNTR-22450"", ""storage_location"": ""TankFarm-12""}"
285,Group C,BPCL-TXN-9673937,incoming,Shreya Khosla,shreya.khosla@bpcl.co.in,253902.25,INR,ATF,24663,"TRK1781,TRK7527,TRK2621","TID824087,TID271276,TID162952",,2025-01-28,TankFarm-5,CNTR-27807,Requires escort,2025-02-27T23:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 24663, ""truck_count"": 3, ""contract_ref"": ""CNTR-27807"", ""storage_location"": ""TankFarm-5""}"
286,Group A,BPCL-TXN-7044941,incoming,Shreya Nair,shreya.nair@bpcl.co.in,700587.32,INR,LDO,27553,TRK7746,TID227126,,2025-02-14,TankFarm-11,CNTR-29921,Weather delay,2025-03-15T18:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 27553, ""truck_count"": 1, ""contract_ref"": ""CNTR-29921"", ""storage_location"": ""TankFarm-11""}"
287,Group B,BPCL-TXN-3928275,outgoing,Meera Rao,meera.rao@bpcl.co.in,282454.05,INR,Naphtha,32948,TRK8322,TID182216,2025-02-18,,TankFarm-10,CNTR-24694,Temperature sensitive,2025-03-22T04:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32948, ""truck_count"": 1, ""contract_ref"": ""CNTR-24694"", ""storage_location"": ""TankFarm-10""}"
288,Group C,BPCL-TXN-6660436,incoming,Neha Gupta,neha.gupta@bpcl.co.in,468924.85,INR,ATF,9675,TRK3654,TID460317,,2025-01-30,TankFarm-6,CNTR-25191,Priority consignment,2025-04-01T08:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 9675, ""truck_count"": 1, ""contract_ref"": ""CNTR-25191"", ""storage_location"": ""TankFarm-6""}"
289,Group A,BPCL-TXN-5550787,outgoing,Kavita Singh,kavita.singh@bpcl.co.in,591206.18,INR,LDO,39464,TRK9535,TID572161,2025-02-22,,TankFarm-3,CNTR-23012,Standard operation,2025-01-17T23:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 39464, ""truck_count"": 1, ""contract_ref"": ""CNTR-23012"", ""storage_location"": ""TankFarm-3""}"
290,Group B,BPCL-TXN-2343263,outgoing,Sunita Mehta,sunita.mehta@bpcl.co.in,312858.05,INR,MS,5180,TRK8752,TID675074,2025-01-07,,TankFarm-1,CNTR-26504,Documentation pending,2025-01-11T03:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 5180, ""truck_count"": 1, ""contract_ref"": ""CNTR-26504"", ""storage_location"": ""TankFarm-1""}"
291,Group C,BPCL-TXN-2414508,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,249293.72,INR,HSD,19623,TRK8260,TID756912,2025-01-17,,TankFarm-3,CNTR-28630,Customs hold,2025-01-04T01:42:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 19623, ""truck_count"": 1, ""contract_ref"": ""CNTR-28630"", ""storage_location"": ""TankFarm-3""}"
292,Group A,BPCL-TXN-6455972,incoming,Ajay Singh,ajay.singh@bpcl.co.in,363715.27,INR,Naphtha,22852,"TRK8288,TRK3213,TRK9835,TRK3900,TRK8480","TID761701,TID885290,TID766738,TID691380,TID556106",,2025-03-09,TankFarm-11,CNTR-28745,Priority consignment,2025-02-14T15:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22852, ""truck_count"": 5, ""contract_ref"": ""CNTR-28745"", ""storage_location"": ""TankFarm-11""}"
293,Group B,BPCL-TXN-2502467,incoming,Rahul Rao,rahul.rao@bpcl.co.in,290192.91,INR,LDO,15205,"TRK1172,TRK1001,TRK9574","TID954987,TID895128,TID989136",,2025-01-18,TankFarm-6,CNTR-24698,Temperature sensitive,2025-03-10T00:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 15205, ""truck_count"": 3, ""contract_ref"": ""CNTR-24698"", ""storage_location"": ""TankFarm-6""}"
294,Group C,BPCL-TXN-9003857,outgoing,Vikram Sharma,vikram.sharma@bpcl.co.in,580255.17,INR,LDO,16152,TRK1118,TID674842,2025-02-17,,TankFarm-4,CNTR-26745,Documentation pending,2025-02-25T12:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 16152, ""truck_count"": 1, ""contract_ref"": ""CNTR-26745"", ""storage_location"": ""TankFarm-4""}"
295,Group A,BPCL-TXN-7538471,incoming,Ajay Jain,ajay.jain@bpcl.co.in,184929.51,INR,MS,32671,"TRK4924,TRK9464,TRK5454,TRK5664,TRK9715,TRK5404","TID532961,TID297132,TID994940,TID171789,TID291267,TID243260",,2025-02-07,TankFarm-2,CNTR-27460,Temperature sensitive,2025-02-04T22:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 32671, ""truck_count"": 6, ""contract_ref"": ""CNTR-27460"", ""storage_location"": ""TankFarm-2""}"
296,Group B,BPCL-TXN-6379509,incoming,Ramesh Mehta,ramesh.mehta@bpcl.co.in,60983.25,INR,Naphtha,6450,"TRK2675,TRK5622","TID382271,TID231113",,2025-02-26,TankFarm-12,CNTR-20134,Weather delay,2025-01-12T04:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 6450, ""truck_count"": 2, ""contract_ref"": ""CNTR-20134"", ""storage_location"": ""TankFarm-12""}"
297,Group C,BPCL-TXN-6736345,incoming,Neha Rao,neha.rao@bpcl.co.in,594650.87,INR,ATF,29339,"TRK1519,TRK6410,TRK2314,TRK3393","TID158760,TID379449,TID913331,TID511484",,2025-01-10,TankFarm-9,CNTR-27702,Customs hold,2025-01-25T08:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 29339, ""truck_count"": 4, ""contract_ref"": ""CNTR-27702"", ""storage_location"": ""TankFarm-9""}"
298,Group A,BPCL-TXN-1211652,incoming,Priya Khosla,priya.khosla@bpcl.co.in,205497.71,INR,ATF,21198,"TRK1549,TRK4263,TRK8550,TRK2539,TRK9538,TRK4415","TID595793,TID508024,TID814544,TID427270,TID438756,TID266316",,2025-03-22,TankFarm-12,CNTR-20691,Documentation pending,2025-03-08T03:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 21198, ""truck_count"": 6, ""contract_ref"": ""CNTR-20691"", ""storage_location"": ""TankFarm-12""}"
299,Group B,BPCL-TXN-6013251,incoming,Sunita Verma,sunita.verma@bpcl.co.in,668451.69,INR,HSD,12400,"TRK8113,TRK6316","TID115799,TID275490",,2025-02-05,TankFarm-10,CNTR-21960,Quality check required,2025-02-01T00:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 12400, ""truck_count"": 2, ""contract_ref"": ""CNTR-21960"", ""storage_location"": ""TankFarm-10""}"
300,Group C,BPCL-TXN-8973718,outgoing,Sahil Bansal,sahil.bansal@bpcl.co.in,137369.16,INR,MS,17300,TRK3583,TID624203,2025-01-12,,TankFarm-11,CNTR-25544,Standard operation,2025-01-08T11:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 17300, ""truck_count"": 1, ""contract_ref"": ""CNTR-25544"", ""storage_location"": ""TankFarm-11""}"
301,Group A,BPCL-TXN-9998515,incoming,Meera Patel,meera.patel@bpcl.co.in,116224.91,INR,HSD,25757,"TRK6690,TRK8187,TRK4161,TRK1349,TRK7189","TID475565,TID859587,TID241276,TID362874,TID141406",,2025-03-04,TankFarm-12,CNTR-27168,Documentation pending,2025-02-07T17:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 25757, ""truck_count"": 5, ""contract_ref"": ""CNTR-27168"", ""storage_location"": ""TankFarm-12""}"
302,Group B,BPCL-TXN-4131076,incoming,Shreya Verma,shreya.verma@bpcl.co.in,259668.63,INR,ATF,23043,"TRK3627,TRK2128,TRK9702,TRK3539,TRK8362","TID410035,TID959222,TID376141,TID667915,TID484945",,2025-02-28,TankFarm-1,CNTR-28289,Quality check required,2025-01-24T00:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 23043, ""truck_count"": 5, ""contract_ref"": ""CNTR-28289"", ""storage_location"": ""TankFarm-1""}"
303,Group C,BPCL-TXN-5006173,outgoing,Ketan Khosla,ketan.khosla@bpcl.co.in,70922.77,INR,Naphtha,26394,TRK4110,TID649526,2025-03-29,,TankFarm-8,CNTR-29035,Customs hold,2025-03-20T09:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 26394, ""truck_count"": 1, ""contract_ref"": ""CNTR-29035"", ""storage_location"": ""TankFarm-8""}"
304,Group A,BPCL-TXN-6402667,incoming,Priya Patel,priya.patel@bpcl.co.in,404320.39,INR,MS,7868,"TRK3926,TRK1512","TID311895,TID212255",,2025-03-04,TankFarm-4,CNTR-21617,Standard operation,2025-03-15T20:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 7868, ""truck_count"": 2, ""contract_ref"": ""CNTR-21617"", ""storage_location"": ""TankFarm-4""}"
305,Group B,BPCL-TXN-9219319,incoming,Shreya Bansal,shreya.bansal@bpcl.co.in,533452.67,INR,LDO,8216,"TRK4616,TRK2161,TRK1214","TID318877,TID787603,TID615276",,2025-01-11,TankFarm-8,CNTR-20994,Gate pass pending,2025-03-13T23:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 8216, ""truck_count"": 3, ""contract_ref"": ""CNTR-20994"", ""storage_location"": ""TankFarm-8""}"
306,Group C,BPCL-TXN-7191944,incoming,Meera Khosla,meera.khosla@bpcl.co.in,67267.52,INR,Naphtha,22420,"TRK1666,TRK2153,TRK5979,TRK2276,TRK4537","TID644719,TID201836,TID206142,TID860397,TID342239",,2025-03-10,TankFarm-7,CNTR-23104,Weather delay,2025-03-09T21:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22420, ""truck_count"": 5, ""contract_ref"": ""CNTR-23104"", ""storage_location"": ""TankFarm-7""}"
307,Group A,BPCL-TXN-4001408,outgoing,Shreya Khosla,shreya.khosla@bpcl.co.in,429652.67,INR,MS,38785,TRK6864,TID807256,2025-02-28,,TankFarm-12,CNTR-26997,Requires escort,2025-01-22T05:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 38785, ""truck_count"": 1, ""contract_ref"": ""CNTR-26997"", ""storage_location"": ""TankFarm-12""}"
308,Group B,BPCL-TXN-6662526,incoming,Pooja Mehta,pooja.mehta@bpcl.co.in,412077.85,INR,Naphtha,34033,"TRK6163,TRK6319,TRK7090","TID532373,TID901305,TID764001",,2025-02-25,TankFarm-12,CNTR-25299,Weather delay,2025-03-14T17:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 34033, ""truck_count"": 3, ""contract_ref"": ""CNTR-25299"", ""storage_location"": ""TankFarm-12""}"
309,Group C,BPCL-TXN-5262908,incoming,Ketan Singh,ketan.singh@bpcl.co.in,349437.35,INR,ATF,5012,"TRK1567,TRK5660,TRK1267,TRK9480,TRK3213,TRK5945","TID106887,TID414922,TID332665,TID325258,TID997287,TID430201",,2025-01-03,TankFarm-12,CNTR-24521,Documentation pending,2025-03-07T17:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 5012, ""truck_count"": 6, ""contract_ref"": ""CNTR-24521"", ""storage_location"": ""TankFarm-12""}"
310,Group A,BPCL-TXN-3595683,outgoing,Priya Sharma,priya.sharma@bpcl.co.in,358768.11,INR,HSD,10070,TRK5341,TID484914,2025-03-16,,TankFarm-4,CNTR-23817,Priority consignment,2025-02-08T02:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 10070, ""truck_count"": 1, ""contract_ref"": ""CNTR-23817"", ""storage_location"": ""TankFarm-4""}"
311,Group B,BPCL-TXN-4647992,incoming,Sahil Patel,sahil.patel@bpcl.co.in,549595.88,INR,ATF,16331,"TRK2562,TRK5921,TRK1612,TRK7251","TID182289,TID918017,TID158639,TID908348",,2025-02-12,TankFarm-6,CNTR-27115,Quality check required,2025-01-16T07:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 16331, ""truck_count"": 4, ""contract_ref"": ""CNTR-27115"", ""storage_location"": ""TankFarm-6""}"
312,Group C,BPCL-TXN-1191837,outgoing,Pooja Gupta,pooja.gupta@bpcl.co.in,302303.05,INR,LDO,35365,TRK1674,TID434827,2025-03-11,,TankFarm-10,CNTR-22450,Gate pass pending,2025-03-06T22:14:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 35365, ""truck_count"": 1, ""contract_ref"": ""CNTR-22450"", ""storage_location"": ""TankFarm-10""}"
313,Group A,BPCL-TXN-7591477,incoming,Rahul Bansal,rahul.bansal@bpcl.co.in,442059.77,INR,MS,19554,"TRK5747,TRK7460,TRK3425,TRK3165","TID452497,TID186554,TID598969,TID699198",,2025-01-07,TankFarm-9,CNTR-26540,Priority consignment,2025-01-11T12:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 19554, ""truck_count"": 4, ""contract_ref"": ""CNTR-26540"", ""storage_location"": ""TankFarm-9""}"
